SOAcondition,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
neutral,1,1050,mult,2,1224,small,3_6_mult_true.jpg,141,TRUE,1680,1.233339975,1.19891963,1,420
neutral,1,1050,mult,2,1224,small,5_3_mult_true.jpg,147,TRUE,1680,-0.121925086,-0.078584891,0,480
negative,1,1050,add,2,1224,large,9_7_add_true.jpg,149,TRUE,1680,0.867639785,0.679549365,1,340
negative,1,1050,mult,1,1224,large,6_8_mult_FNI.jpg,151,FALSE,1680,0.66293099,0.696529335,1,500
negative,1,1050,add,1,1225,large,8_4_add_FI.jpg,101,FALSE,1680,0.341866568,-0.053761993,0,80
negative,1,1050,add,2,1225,large,8_4_add_FI.jpg,110,FALSE,1680,-0.264216812,-0.255284858,0,640
neutral,1,1050,add,2,1225,large,8_4_add_FNI.jpg,122,FALSE,1680,0.263304372,0.181579579,0,500
negative,1,1050,add,1,1225,small,2_7_add_FI.jpg,125,FALSE,1680,0.459492084,0.817802791,1,40
negative,1,1050,mult,2,1225,large,6_8_mult_FNI.jpg,128,FALSE,1680,0.507489589,0.46008348,1,440
neutral,1,1050,mult,2,1225,large,9_7_mult_FI.jpg,132,FALSE,1680,0.443515151,0.331418357,1,460
negative,1,1050,mult,2,1225,large,6_8_mult_FNI.jpg,134,FALSE,1680,0.755602319,0.419182127,1,620
negative,1,1050,mult,2,1225,small,8_2_mult_true.jpg,135,TRUE,1680,1.086360092,1.215619824,1,360
negative,1,1050,mult,2,1225,large,6_8_mult_true.jpg,137,TRUE,1680,0.400029593,0.325241744,0,400
negative,1,1050,mult,1,1225,small,5_3_mult_FNI.jpg,137,FALSE,1680,0.524743933,0.723812348,0,540
neutral,1,1050,add,2,1225,large,8_4_add_true.jpg,145,TRUE,1680,0.105681547,0.092092298,0,140
negative,1,1050,mult,2,1225,small,2_7_mult_FI.jpg,146,FALSE,1680,0.599481325,0.511911995,0,500
negative,1,1050,mult,1,1225,small,8_2_mult_true.jpg,150,TRUE,1680,0.845079265,0.92798962,1,360
negative,1,1050,mult,1,1225,large,6_8_mult_true.jpg,150,TRUE,1680,0.810302893,0.642334161,0,400
neutral,1,1050,add,1,1225,small,8_2_add_true.jpg,152,TRUE,1680,0.425651767,0.504816922,0,380
neutral,1,1050,add,1,1226,small,3_6_add_FNI.jpg,107,FALSE,1680,0.873948237,0.888849712,1,580
neutral,1,1050,mult,1,1226,small,5_3_mult_FI.jpg,109,FALSE,1680,1.434711474,0.0292143,1,340
neutral,1,1050,mult,2,1226,small,5_3_mult_true.jpg,111,TRUE,1680,0.551752659,0.664360684,0,360
neutral,1,1050,add,1,1226,large,4_9_add_true.jpg,130,TRUE,1680,1.522683109,1.246067529,1,340
negative,1,1050,mult,1,1226,large,6_8_mult_true.jpg,130,TRUE,1680,1.084434038,0.831085662,1,540
negative,1,1050,add,2,1226,large,4_9_add_FI.jpg,130,FALSE,1680,-0.060290085,0.007755878,0,760
negative,1,1050,mult,2,1226,large,4_9_mult_true.jpg,147,TRUE,1680,0.267215825,-0.071168844,1,540
negative,1,1050,add,2,1226,large,4_9_add_true.jpg,147,TRUE,1680,-0.36526743,-0.390411018,0,620
neutral,1,1050,mult,1,1226,small,8_2_mult_FNI.jpg,149,FALSE,1680,0.424211661,0.399330406,0,540
neutral,1,1050,mult,1,1227,large,9_7_mult_FNI.jpg,103,FALSE,1680,1.451567072,1.389701956,1,480
negative,1,1050,mult,1,1227,small,5_3_mult_FI.jpg,105,FALSE,1680,1.290352391,0.953494999,0,320
negative,1,1050,mult,2,1227,small,2_7_mult_FI.jpg,110,FALSE,1680,0.491023499,0.633656549,0,480
negative,1,1050,add,2,1227,small,3_6_add_FNI.jpg,110,FALSE,1680,1.446341874,1.287784278,1,400
negative,1,1050,mult,2,1227,large,6_8_mult_FNI.jpg,114,FALSE,1680,0.557961941,-0.129265651,0,340
negative,1,1050,add,2,1227,small,3_6_add_FI.jpg,116,FALSE,1680,1.02762702,0.977226628,0,460
negative,1,1050,add,1,1227,large,4_9_add_true.jpg,120,TRUE,1680,0.038262683,0.017894604,0,700
neutral,1,1050,mult,2,1227,small,2_7_mult_FI.jpg,126,FALSE,1680,1.246750465,1.373449328,1,760
negative,1,1050,mult,2,1227,large,4_9_mult_FNI.jpg,130,FALSE,1680,-0.156820299,-0.185072183,0,600
negative,1,1050,mult,1,1227,small,3_6_mult_FNI.jpg,131,FALSE,1680,-0.930173689,-0.922108971,0,760
neutral,1,1050,mult,1,1227,small,2_7_mult_FNI.jpg,131,FALSE,1680,0.925521815,0.920399028,0,40
negative,1,1050,mult,1,1227,large,6_8_mult_FNI.jpg,141,FALSE,1680,1.444628433,0.416423056,1,200
negative,1,1050,mult,2,1227,large,6_8_mult_true.jpg,147,TRUE,1680,-0.200719758,-0.143269601,0,680
negative,1,1050,add,2,1227,small,5_3_add_FNI.jpg,148,FALSE,1680,0.340135114,0.213867167,0,160
neutral,1,1050,mult,1,1227,large,8_4_mult_FNI.jpg,149,FALSE,1680,1.067937407,0.766661048,0,540
neutral,1,1050,mult,2,1227,small,3_6_mult_FI.jpg,150,FALSE,1680,0.947514032,0.672220351,1,300
negative,1,1050,add,2,1227,large,6_8_add_true.jpg,151,TRUE,1680,-0.053373155,-0.026855493,0,460
negative,1,1050,mult,2,1227,small,5_3_mult_true.jpg,151,TRUE,1680,-0.046168933,-0.037430421,0,520
neutral,1,1050,add,2,1228,large,8_4_add_FI.jpg,102,FALSE,1680,0.760071323,0.573473938,1,300
negative,1,1050,mult,2,1228,small,2_7_mult_true.jpg,105,TRUE,1680,0.101013083,0.075159817,0,580
negative,1,1050,mult,2,1228,large,6_8_mult_FNI.jpg,106,FALSE,1680,0.678837519,0.754259745,0,40
negative,1,1050,add,2,1228,large,4_9_add_true.jpg,107,TRUE,1680,-0.100814447,-0.075112562,0,700
neutral,1,1050,mult,1,1228,large,8_4_mult_true.jpg,112,TRUE,1680,0.541902405,0.407546093,0,80
neutral,1,1050,add,2,1228,large,9_7_add_FI.jpg,114,FALSE,1680,-0.214509841,-0.305703322,0,680
neutral,1,1050,add,1,1228,large,6_8_add_FI.jpg,115,FALSE,1680,-0.268481771,-0.039314071,0,460
negative,1,1050,mult,1,1228,large,8_4_mult_FNI.jpg,117,FALSE,1680,-0.19984705,-0.126344849,0,660
neutral,1,1050,mult,2,1228,large,6_8_mult_true.jpg,117,TRUE,1680,0.119006028,0.149709134,0,760
neutral,1,1050,mult,2,1228,small,5_3_mult_FI.jpg,120,FALSE,1680,0.065038739,-0.012509711,0,420
neutral,1,1050,add,1,1228,large,6_8_add_true.jpg,120,TRUE,1680,-0.101925386,-0.034012686,0,760
negative,1,1050,mult,2,1228,large,8_4_mult_true.jpg,123,TRUE,1680,0.130445001,0.023736633,0,200
neutral,1,1050,mult,2,1228,small,5_3_mult_FI.jpg,130,FALSE,1680,-0.107965115,-0.066809995,0,520
neutral,1,1050,add,2,1228,large,6_8_add_true.jpg,131,TRUE,1680,0.127791281,0.158952372,0,520
neutral,1,1050,add,2,1228,large,8_4_add_FNI.jpg,134,FALSE,1680,0.669966097,0.618892534,1,460
neutral,1,1050,mult,1,1228,small,5_3_mult_true.jpg,140,TRUE,1680,1.672751905,1.621415161,1,240
neutral,1,1050,add,1,1228,large,8_4_add_FNI.jpg,141,FALSE,1680,-0.841395638,-0.848413074,1,680
negative,1,1050,mult,2,1228,small,8_2_mult_true.jpg,145,TRUE,1680,0.365694232,0.358239174,0,140
negative,1,1050,add,1,1228,small,2_7_add_FI.jpg,145,FALSE,1680,0.410932103,0.394916516,0,140
neutral,1,1050,mult,1,1228,large,8_4_mult_true.jpg,146,TRUE,1680,1.179399967,0.716126783,1,120
negative,1,1050,mult,2,1228,small,2_7_mult_true.jpg,147,TRUE,1680,-0.275824339,-0.244860618,0,400
neutral,1,1050,mult,1,1229,large,9_7_mult_true.jpg,102,TRUE,1680,-0.103243185,-0.072942814,0,300
neutral,1,1050,mult,2,1229,small,8_2_mult_true.jpg,109,TRUE,1680,0.632230447,0.673681725,1,260
negative,1,1050,add,2,1229,large,6_8_add_true.jpg,111,TRUE,1680,-0.115965208,-0.091489791,0,480
negative,1,1050,add,1,1229,small,3_6_add_true.jpg,112,TRUE,1680,-0.065939457,-0.020015146,0,740
negative,1,1050,mult,1,1229,small,8_2_mult_FNI.jpg,123,FALSE,1680,-0.195941651,-0.15836928,0,680
negative,1,1050,mult,2,1229,small,5_3_mult_true.jpg,129,TRUE,1680,1.106075856,0.923805746,3,360
negative,1,1050,mult,1,1229,small,5_3_mult_FNI.jpg,131,FALSE,1680,0.838062956,0.905298249,0,140
negative,1,1050,add,1,1229,large,4_9_add_true.jpg,138,TRUE,1680,0.53737574,0.635799383,0,640
neutral,1,1050,mult,1,1229,large,4_9_mult_true.jpg,138,TRUE,1680,0.281080623,0.398997182,0,600
negative,1,1050,add,1,1229,small,3_6_add_FI.jpg,139,FALSE,1680,1.741673521,2.4413368,0,540
neutral,1,1050,add,1,1229,small,3_6_add_true.jpg,140,TRUE,1680,1.254366186,0.08414409,2,40
neutral,1,1050,mult,1,1229,small,2_7_mult_FNI.jpg,145,FALSE,1680,0.140155143,0.132044875,0,300
neutral,1,1050,mult,1,1229,large,4_9_mult_true.jpg,148,TRUE,1680,0.753082964,0.601659843,1,380
neutral,1,1050,mult,2,1229,small,5_3_mult_FI.jpg,148,FALSE,1680,0.845223796,0.779490939,0,80
neutral,1,1050,mult,1,1229,small,2_7_mult_FI.jpg,149,FALSE,1680,-0.191456695,0.002347927,0,680
negative,1,1050,add,1,1229,large,9_7_add_FI.jpg,149,FALSE,1680,1.041265671,0.179820861,1,400
negative,1,1050,mult,2,1230,small,3_6_mult_true.jpg,101,TRUE,1680,0.131986889,0.11562525,0,60
negative,1,1050,add,2,1230,small,3_6_add_FNI.jpg,102,FALSE,1680,1.358568892,1.304005248,1,480
negative,1,1050,mult,2,1230,small,5_3_mult_FI.jpg,102,FALSE,1680,1.563952061,1.780726434,0,400
neutral,1,1050,add,2,1230,large,4_9_add_true.jpg,103,TRUE,1680,0.250546189,-0.03564853,0,100
negative,1,1050,add,2,1230,small,3_6_add_true.jpg,103,TRUE,1680,-0.259802021,-0.019220394,0,600
negative,1,1050,mult,1,1230,large,4_9_mult_FI.jpg,103,FALSE,1680,1.2397946,1.58206219,1,500
neutral,1,1050,mult,2,1230,small,2_7_mult_true.jpg,107,TRUE,1680,0.352392901,0.27258947,1,460
negative,1,1050,mult,2,1230,large,6_8_mult_true.jpg,107,TRUE,1680,0.541466366,0.401863967,2,480
neutral,1,1050,mult,2,1230,large,4_9_mult_true.jpg,107,TRUE,1680,0.168343466,0.225778198,0,540
neutral,1,1050,mult,1,1230,large,6_8_mult_FI.jpg,107,FALSE,1680,-0.066473089,-0.065767096,0,740
negative,1,1050,mult,1,1230,large,6_8_mult_FNI.jpg,107,FALSE,1680,0.680232092,0.640330775,1,480
negative,1,1050,mult,2,1230,small,2_7_mult_FI.jpg,108,FALSE,1680,0.399651716,0.077237286,0,120
neutral,1,1050,add,1,1230,large,8_4_add_true.jpg,112,TRUE,1680,0.128765995,-0.070830687,0,360
neutral,1,1050,add,1,1230,large,9_7_add_true.jpg,114,TRUE,1680,0.465507226,0.359086472,0,160
neutral,1,1050,add,1,1230,small,2_7_add_true.jpg,116,TRUE,1680,0.319279225,0.327855097,0,500
neutral,1,1050,add,2,1230,small,2_7_add_true.jpg,123,TRUE,1680,-0.250973437,-0.29764045,0,540
negative,1,1050,add,1,1230,large,9_7_add_FI.jpg,123,FALSE,1680,0.263995134,0.111623967,0,140
neutral,1,1050,add,2,1230,small,8_2_add_true.jpg,125,TRUE,1680,0.987515654,-0.554108947,3,80
neutral,1,1050,mult,1,1230,large,6_8_mult_true.jpg,126,TRUE,1680,-0.398609129,-0.336249675,0,760
neutral,1,1050,mult,1,1230,large,6_8_mult_true.jpg,126,TRUE,1680,1.531269718,1.713571928,0,420
neutral,1,1050,add,1,1230,large,4_9_add_FI.jpg,129,FALSE,1680,0.28320224,0.172595377,1,560
negative,1,1050,mult,2,1230,small,5_3_mult_FI.jpg,130,FALSE,1680,-0.131938775,-0.128254296,0,780
neutral,1,1050,mult,2,1230,large,8_4_mult_FNI.jpg,132,FALSE,1680,0.170469697,0.164956695,0,320
neutral,1,1050,mult,2,1230,small,5_3_mult_true.jpg,137,TRUE,1680,-0.097815263,-0.1126061,0,500
negative,1,1050,mult,1,1230,large,9_7_mult_true.jpg,138,TRUE,1680,0.523704894,0.355158348,1,500
negative,1,1050,mult,1,1230,small,8_2_mult_FI.jpg,143,FALSE,1680,1.437888957,1.046277005,0,280
negative,1,1050,add,1,1230,small,3_6_add_true.jpg,148,TRUE,1680,0.293525112,0.265294394,0,360
neutral,1,1050,mult,1,1230,large,8_4_mult_FNI.jpg,151,FALSE,1680,0.7634965,0.671945304,0,480
negative,1,1050,add,1,1230,small,5_3_add_true.jpg,152,TRUE,1680,0.955105015,0.782487914,0,120
neutral,1,1050,add,2,1231,large,4_9_add_true.jpg,113,TRUE,1680,0.190604762,0.078184182,5,180
negative,1,1050,add,2,1231,large,6_8_add_true.jpg,115,TRUE,1680,1.088082744,0.844847574,1,100
neutral,1,1050,add,1,1231,small,5_3_add_FI.jpg,115,FALSE,1680,0.169399489,0.177940001,0,600
negative,1,1050,mult,1,1231,large,4_9_mult_FI.jpg,119,FALSE,1680,1.071477191,1.256940173,1,560
negative,1,1050,mult,1,1231,small,2_7_mult_true.jpg,122,TRUE,1680,0.063197351,0.026126939,0,720
neutral,1,1050,mult,1,1231,large,9_7_mult_FI.jpg,123,FALSE,1680,0.823978081,0.454350121,0,340
negative,1,1050,mult,2,1231,small,2_7_mult_true.jpg,123,TRUE,1680,0.585451348,0.538435628,0,180
neutral,1,1050,mult,1,1231,large,6_8_mult_true.jpg,128,TRUE,1680,1.217791524,1.562458367,0,420
neutral,1,1050,mult,1,1231,large,8_4_mult_true.jpg,134,TRUE,1680,0.395733904,0.200641887,1,320
negative,1,1050,mult,1,1231,large,4_9_mult_true.jpg,138,TRUE,1680,0.598789614,0.656079719,1,520
negative,1,1050,mult,2,1231,small,5_3_mult_FI.jpg,138,FALSE,1680,0.477265904,0.368416607,1,280
neutral,1,1050,add,2,1231,large,8_4_add_FNI.jpg,146,FALSE,1680,-0.166465799,-0.134824799,0,600
negative,1,1050,add,2,1231,large,8_4_add_true.jpg,149,TRUE,1680,0.396562544,0.197104953,0,460
negative,1,1050,mult,1,1231,small,8_2_mult_true.jpg,150,TRUE,1680,0.549133249,0.614073843,2,480
neutral,1,1050,mult,1,1231,small,2_7_mult_true.jpg,150,TRUE,1680,-0.218227728,-0.155717557,0,400
negative,1,1050,add,1,1231,small,2_7_add_FNI.jpg,151,FALSE,1680,0.140353409,0.12514166,0,540
neutral,1,1050,add,2,1232,small,3_6_add_true.jpg,101,TRUE,1680,-0.094445847,-0.057665474,0,540
neutral,1,1050,add,2,1232,large,6_8_add_FI.jpg,106,FALSE,1680,-0.251827386,-0.174770327,0,600
negative,1,1050,mult,1,1232,large,6_8_mult_FI.jpg,109,FALSE,1680,1.249916404,0.233407187,0,180
negative,1,1050,add,1,1232,large,9_7_add_FI.jpg,113,FALSE,1680,0.542480429,0.540325109,8,60
negative,1,1050,mult,2,1232,small,3_6_mult_FNI.jpg,118,FALSE,1680,-0.155894995,-0.112465398,0,360
neutral,1,1050,add,1,1232,small,5_3_add_FI.jpg,119,FALSE,1680,1.187310741,1.089013948,0,320
neutral,1,1050,mult,2,1232,large,4_9_mult_FI.jpg,120,FALSE,1680,-0.105266297,-0.122480156,0,580
negative,1,1050,add,1,1232,large,9_7_add_true.jpg,126,TRUE,1680,-0.22988468,-0.294711902,0,880
neutral,1,1050,add,2,1232,small,3_6_add_FI.jpg,126,FALSE,1680,0.181480707,0.201583367,0,500
neutral,1,1050,mult,1,1232,large,6_8_mult_FNI.jpg,127,FALSE,1680,1.584496791,1.728431965,0,600
neutral,1,1050,add,1,1232,large,6_8_add_FI.jpg,129,FALSE,1680,1.156602836,0.863132676,1,380
negative,1,1050,mult,1,1232,small,2_7_mult_FNI.jpg,133,FALSE,1680,0.296876395,0.241972409,1,100
neutral,1,1050,add,2,1232,small,5_3_add_FNI.jpg,138,FALSE,1680,0.29930202,0.291804978,1,680
negative,1,1050,mult,2,1232,small,2_7_mult_FI.jpg,138,FALSE,1680,-0.138450393,-0.123636106,0,600
neutral,1,1050,add,1,1232,large,4_9_add_true.jpg,142,TRUE,1680,-0.120202199,-0.040503594,0,80
neutral,1,1050,mult,2,1232,small,2_7_mult_FI.jpg,146,FALSE,1680,0.989448022,0.484476689,0,440
neutral,1,1050,mult,2,1232,small,5_3_mult_true.jpg,147,TRUE,1680,-0.139766039,-0.171959512,0,600
negative,1,1050,add,2,1232,small,5_3_add_true.jpg,149,TRUE,1680,-0.247636781,-0.191877705,0,640
negative,1,1050,add,2,1233,large,9_7_add_true.jpg,101,TRUE,1680,-0.150726871,-0.132607025,0,300
negative,1,1050,mult,2,1233,large,6_8_mult_FNI.jpg,118,FALSE,1680,0.979454047,0.751645997,0,40
neutral,1,1050,mult,1,1233,small,5_3_mult_true.jpg,118,TRUE,1680,0.436204368,0.446074648,0,200
negative,1,1050,add,1,1233,large,4_9_add_FI.jpg,123,FALSE,1680,0.94410704,0.844261314,0,320
negative,1,1050,add,1,1233,small,8_2_add_true.jpg,124,TRUE,1680,-0.255223255,-0.268596276,0,540
negative,1,1050,mult,2,1233,small,8_2_mult_FNI.jpg,130,FALSE,1680,0.587972257,0.578995167,0,320
neutral,1,1050,add,1,1233,small,8_2_add_true.jpg,132,TRUE,1680,0.123256976,0.091387823,0,420
neutral,1,1050,mult,1,1233,small,3_6_mult_FNI.jpg,135,FALSE,1680,0.412033554,0.425716722,0,600
negative,1,1050,mult,2,1233,large,8_4_mult_true.jpg,135,TRUE,1680,0.323476895,0.254208099,1,660
negative,1,1050,mult,1,1233,large,4_9_mult_true.jpg,138,TRUE,1680,0.66935409,0.95075761,0,560
negative,1,1050,mult,2,1233,small,8_2_mult_true.jpg,141,TRUE,1680,-0.852057877,-0.466601251,2,640
negative,1,1050,add,1,1233,large,9_7_add_true.jpg,142,TRUE,1680,0.104258778,0.10264946,0,100
neutral,1,1050,mult,2,1233,large,4_9_mult_true.jpg,145,TRUE,1680,0.07693629,0.089640501,0,180
negative,1,1050,mult,2,1233,large,8_4_mult_FNI.jpg,146,FALSE,1680,0.790242879,1.010345788,0,260
neutral,1,1050,add,2,1233,large,4_9_add_true.jpg,147,TRUE,1680,-0.24124279,-0.270621013,0,500
negative,1,1050,mult,2,1233,small,2_7_mult_FNI.jpg,148,FALSE,1680,0.080173805,0.015357457,0,520
negative,1,1050,add,1,1233,small,2_7_add_FI.jpg,149,FALSE,1680,1.669091087,1.473205195,0,320
neutral,1,1050,add,1,1233,large,6_8_add_FI.jpg,151,FALSE,1680,0.511760346,0.390652983,0,400
negative,1,1050,add,1,1234,small,3_6_add_FI.jpg,101,FALSE,1680,1.430962062,1.112776825,0,260
negative,1,1050,mult,1,1234,small,3_6_mult_FNI.jpg,107,FALSE,1680,0.429765817,0.310569542,1,500
negative,1,1050,add,2,1234,large,9_7_add_true.jpg,109,TRUE,1680,1.076595044,0.470437237,1,220
negative,1,1050,add,1,1234,small,2_7_add_true.jpg,114,TRUE,1680,1.677247401,1.566139339,0,240
negative,1,1050,mult,1,1234,large,4_9_mult_true.jpg,132,TRUE,1680,-0.127231257,0.00144033,0,440
negative,1,1050,add,1,1234,large,4_9_add_true.jpg,134,TRUE,1680,-0.269976145,-0.298549076,0,140
negative,1,1050,add,2,1234,large,8_4_add_true.jpg,135,TRUE,1680,-0.167896302,-0.11320659,0,700
negative,1,1050,mult,2,1234,small,5_3_mult_FI.jpg,138,FALSE,1680,0.574635316,0.515896036,0,520
neutral,1,1050,mult,1,1234,small,2_7_mult_true.jpg,146,TRUE,1680,1.596817792,1.390779117,0,520
neutral,1,1050,mult,2,1234,small,5_3_mult_FNI.jpg,152,FALSE,1680,0.156194733,-0.014212615,0,600
neutral,1,1050,mult,2,1235,large,9_7_mult_true.jpg,113,TRUE,1680,0.430958965,0.457048568,6,160
neutral,1,1050,mult,2,1235,small,5_3_mult_FI.jpg,116,FALSE,1680,0.469811824,0.371258217,0,520
neutral,1,1050,add,2,1235,large,9_7_add_FNI.jpg,126,FALSE,1680,1.578509366,2.051852587,0,620
neutral,1,1050,mult,1,1235,large,4_9_mult_true.jpg,138,TRUE,1680,0.407114206,0.498084776,0,520
negative,1,1050,mult,2,1235,small,3_6_mult_FNI.jpg,138,FALSE,1680,0.628889716,0.810742958,0,560
negative,1,1050,add,2,1235,large,8_4_add_true.jpg,139,TRUE,1680,1.739650027,1.106773465,0,40
neutral,1,1050,mult,1,1235,small,8_2_mult_true.jpg,140,TRUE,1680,1.021828049,0.569026889,1,40
neutral,1,1050,mult,1,1235,small,2_7_mult_true.jpg,142,TRUE,1680,0.524019584,0.291348956,0,280
neutral,1,1050,mult,1,1235,small,5_3_mult_true.jpg,148,TRUE,1680,1.075753065,0.931275593,1,240
neutral,1,1050,mult,1,1235,large,9_7_mult_FI.jpg,149,FALSE,1680,0.967802833,0.816943401,1,460
negative,1,1050,mult,1,1236,small,2_7_mult_true.jpg,102,TRUE,1680,0.800872462,0.601009973,0,100
neutral,1,1050,mult,1,1236,large,8_4_mult_true.jpg,106,TRUE,1680,-0.175270678,-0.116101505,0,620
neutral,1,1050,mult,2,1236,large,4_9_mult_true.jpg,113,TRUE,1680,0.23577716,-0.063599851,2,480
negative,1,1050,add,1,1236,small,3_6_add_FNI.jpg,121,FALSE,1680,1.792391561,1.699028585,0,280
negative,1,1050,add,1,1236,large,4_9_add_FNI.jpg,123,FALSE,1680,-0.278332731,-0.139644292,0,620
neutral,1,1050,mult,2,1236,large,9_7_mult_FI.jpg,126,FALSE,1680,0.156813023,0.158030552,0,800
negative,1,1050,add,1,1236,small,2_7_add_true.jpg,128,TRUE,1680,0.296618161,0.385408581,0,700
negative,1,1050,mult,1,1236,large,6_8_mult_true.jpg,134,TRUE,1680,0.798258992,-0.50180855,0,680
negative,1,1050,mult,1,1236,large,4_9_mult_FNI.jpg,145,FALSE,1680,0.316323479,0.354730176,0,240
negative,1,1050,add,2,1236,large,9_7_add_FI.jpg,146,FALSE,1680,0.370974149,0.468308032,1,540
neutral,1,1050,add,2,1236,large,6_8_add_true.jpg,151,TRUE,1680,0.353507607,0.393578148,0,420
neutral,1,1050,add,2,1237,small,5_3_add_true.jpg,103,TRUE,1680,0.240763833,0.255026705,1,300
negative,1,1050,add,1,1237,small,5_3_add_true.jpg,104,TRUE,1680,1.423092302,0.300796835,1,440
negative,1,1050,mult,2,1237,small,3_6_mult_FNI.jpg,108,FALSE,1680,0.503183177,0.251224183,4,240
neutral,1,1050,mult,2,1237,large,4_9_mult_true.jpg,109,TRUE,1680,0.940447702,0.544299507,0,60
neutral,1,1050,add,2,1237,large,8_4_add_true.jpg,119,TRUE,1680,0.44276097,0.550453714,0,500
negative,1,1050,mult,2,1237,small,5_3_mult_FNI.jpg,120,FALSE,1680,0.158290211,0.128134263,0,540
negative,1,1050,add,1,1237,large,9_7_add_FNI.jpg,125,FALSE,1680,0.753890943,1.370046363,2,100
negative,1,1050,add,2,1237,large,4_9_add_true.jpg,127,TRUE,1680,1.592582819,2.304166823,0,360
negative,1,1050,mult,1,1237,small,3_6_mult_FNI.jpg,135,FALSE,1680,0.320815789,-0.00606854,0,540
negative,1,1050,add,1,1237,large,4_9_add_FI.jpg,135,FALSE,1680,-0.106462057,-0.01551565,0,580
negative,1,1050,add,2,1237,small,2_7_add_FI.jpg,138,FALSE,1680,0.251465897,0.292857215,0,420
neutral,1,1050,mult,1,1237,small,8_2_mult_true.jpg,142,TRUE,1680,0.850926775,0.793297036,1,280
neutral,1,1050,mult,2,1237,small,2_7_mult_true.jpg,145,TRUE,1680,0.176936854,0.176348079,0,60
negative,1,1050,mult,2,1237,small,3_6_mult_FNI.jpg,150,FALSE,1680,0.689552603,-0.067273527,2,400
neutral,1,1050,mult,1,1237,small,8_2_mult_FI.jpg,151,FALSE,1680,0.736535643,0.546540701,1,520
neutral,1,1050,add,2,1238,small,2_7_add_FI.jpg,104,FALSE,1680,1.009129222,1.109667175,2,840
neutral,1,1050,mult,1,1238,large,8_4_mult_FI.jpg,109,FALSE,1680,1.185304166,0.577377871,0,240
neutral,1,1050,mult,2,1238,large,8_4_mult_true.jpg,113,TRUE,1680,0.291267319,0.178635409,2,300
neutral,1,1050,add,1,1238,small,3_6_add_true.jpg,114,TRUE,1680,0.241197736,0.152314253,0,40
negative,1,1050,add,2,1238,large,9_7_add_true.jpg,115,TRUE,1680,0.395434053,0.457563683,1,600
negative,1,1050,add,1,1238,small,5_3_add_true.jpg,116,TRUE,1680,1.340644118,1.028411582,1,180
negative,1,1050,mult,1,1238,small,2_7_mult_FI.jpg,117,FALSE,1680,-0.154073449,-0.064418253,0,720
negative,1,1050,mult,1,1238,large,9_7_mult_true.jpg,120,TRUE,1680,0.096233575,0.071476531,0,720
neutral,1,1050,add,2,1238,large,8_4_add_FI.jpg,122,FALSE,1680,0.177849411,0.235821846,0,320
neutral,1,1050,mult,1,1238,small,2_7_mult_FNI.jpg,123,FALSE,1680,0.29262117,0.280903732,0,540
neutral,1,1050,add,1,1238,large,8_4_add_FI.jpg,127,FALSE,1680,1.909857131,0.895729765,2,440
negative,1,1050,add,2,1238,large,8_4_add_true.jpg,127,TRUE,1680,0.283353941,-0.153683387,1,620
neutral,1,1050,mult,2,1238,large,4_9_mult_true.jpg,131,TRUE,1680,-0.094923178,-0.059618999,0,620
neutral,1,1050,add,1,1238,large,8_4_add_true.jpg,132,TRUE,1680,1.394760916,0.705717883,1,260
neutral,1,1050,mult,1,1238,small,8_2_mult_true.jpg,132,TRUE,1680,1.434726889,1.364456069,0,260
negative,1,1050,add,2,1238,large,8_4_add_true.jpg,135,TRUE,1680,0.108811602,0.042142848,0,440
neutral,1,1050,mult,1,1238,small,5_3_mult_true.jpg,138,TRUE,1680,0.381920133,0.36305596,0,460
negative,1,1050,add,1,1238,small,8_2_add_FNI.jpg,139,FALSE,1680,1.681893568,2.049426021,1,40
negative,1,1050,mult,2,1238,small,8_2_mult_true.jpg,141,TRUE,1680,-0.949489027,0.958784524,1,760
negative,1,1050,mult,1,1238,large,9_7_mult_FI.jpg,143,FALSE,1680,0.094798617,0.09463793,0,740
negative,1,1050,add,1,1238,large,8_4_add_FNI.jpg,147,FALSE,1680,-0.077088511,-0.067050585,0,540
neutral,1,1050,mult,2,1238,small,3_6_mult_true.jpg,147,TRUE,1680,-0.294393588,-0.30260905,0,460
neutral,1,1050,add,2,1238,small,8_2_add_FI.jpg,150,FALSE,1680,0.26795581,-0.045846032,2,500
neutral,1,1050,add,1,1238,large,4_9_add_true.jpg,150,TRUE,1680,0.912789381,1.017165698,1,440
neutral,1,1050,add,2,1238,large,6_8_add_FI.jpg,150,FALSE,1680,1.095138166,0.86850038,0,420
